CGPA,Attendance,Backlogs,ParentalIncome,BehaviorRating,PerformanceTrend,RiskLabel
2.72,65,4,14991,2,-1,Suspended
5.02,40,6,124177,3,-1,High Risk
6.63,33,0,68990,5,0,Dropout
9.14,34,6,33536,3,0,Dropout
4.15,35,2,146528,6,0,Dropout
6.47,56,3,112341,3,1,Medium Risk
8.42,96,7,105608,4,-1,High Risk
3.27,68,4,12539,2,1,Suspended
9.43,38,4,22281,1,1,Dropout
9.77,41,0,36111,8,1,Medium Risk
5.92,55,6,107157,4,-1,High Risk
9.57,64,1,103766,5,-1,High Risk
9.18,96,6,17472,3,0,High Risk
3.9,73,3,33115,1,0,Suspended
6.16,55,6,57182,4,0,High Risk
4.65,38,5,16531,6,-1,Dropout
9.4,42,3,115109,9,1,Medium Risk
9.63,41,6,111349,4,0,High Risk
7.81,74,4,59823,6,-1,High Risk
7.76,46,5,141306,3,-1,High Risk
3.77,48,7,70598,8,1,Dropout
9.02,40,6,59185,1,1,Suspended
9.39,95,6,62191,6,-1,High Risk
2.17,70,2,53671,6,0,High Risk
6.41,48,0,57165,3,0,Medium Risk
5.93,85,0,147525,2,0,Suspended
4.26,62,6,128055,7,-1,High Risk
6.03,97,6,132452,7,0,High Risk
9.76,55,6,145880,5,1,High Risk
5.42,80,7,46241,8,0,High Risk
9.41,66,7,77983,5,-1,High Risk
2.84,40,5,64986,2,0,Suspended
5.66,48,7,132116,3,0,High Risk
3.29,58,4,85066,9,0,High Risk
6.68,52,5,133405,7,0,High Risk
5.9,33,3,45587,4,0,Dropout
2.33,64,6,127177,1,1,Dropout
9.39,42,7,54561,6,1,High Risk
6.96,55,0,105909,4,0,Medium Risk
8.9,86,6,127016,2,1,Suspended
9.28,37,2,22669,8,0,Dropout
6.42,44,7,146361,4,-1,High Risk
9.44,81,7,92494,1,1,Suspended
9.35,86,4,149794,9,0,Low Risk
4.6,86,5,90195,5,-1,High Risk
8.04,84,4,45571,8,-1,High Risk
8.63,41,2,67203,2,0,Suspended
3.69,62,2,97521,9,1,High Risk
3.82,75,2,86587,6,-1,High Risk
7.42,91,1,19903,8,0,Low Risk
9.38,80,4,36606,1,-1,Suspended
4.12,31,4,26833,9,1,Dropout
3.63,39,6,32254,1,1,Dropout
3.17,47,2,69829,8,1,High Risk
9.06,77,1,139412,7,-1,High Risk
5.88,32,0,52281,8,-1,Dropout
7.53,74,4,141030,7,-1,High Risk
2.2,76,5,57351,2,0,Suspended
8.22,56,5,131317,3,1,High Risk
8.77,54,0,97995,3,1,Medium Risk
6.71,63,6,139385,7,1,High Risk
7.89,52,5,84041,4,1,High Risk
2.95,37,4,39136,6,0,Dropout
6.18,52,1,18894,3,0,Medium Risk
2.11,40,3,75196,4,1,High Risk
4.99,87,1,148054,8,0,High Risk
6.72,90,6,123652,3,1,High Risk
8.3,37,0,87400,6,1,Dropout
7.45,70,4,24245,3,-1,High Risk
4.97,91,7,90901,9,1,High Risk
9.23,31,2,133245,9,1,Dropout
5.62,52,3,72335,8,1,Medium Risk
3.3,91,1,114931,5,1,High Risk
4.62,64,6,86045,5,0,High Risk
6.99,80,0,133516,9,-1,High Risk
2.77,49,3,62822,8,0,High Risk
9.11,66,5,149787,5,0,High Risk
7.11,73,5,49970,5,1,High Risk
4.88,46,3,27139,2,0,Suspended
3.97,89,2,113026,6,0,High Risk
7.87,92,6,139110,9,0,High Risk
7.45,48,4,19868,4,-1,High Risk
4.27,78,4,119982,7,1,High Risk
7.97,74,7,81210,2,-1,Suspended
4.66,32,2,83606,1,-1,Dropout
3.6,85,1,68835,6,-1,High Risk
2.49,92,6,138344,1,0,Dropout
9.38,93,3,104260,6,-1,High Risk
6.69,84,2,51989,6,-1,High Risk
3.49,69,2,43546,4,1,High Risk
7.93,55,5,92979,6,1,High Risk
4.69,32,0,125039,7,0,Dropout
4.41,35,1,149819,4,0,Dropout
6.86,68,5,93110,1,1,Suspended
2.36,51,3,39907,8,0,High Risk
8.89,61,7,145627,4,1,High Risk
6.86,34,1,13088,8,0,Dropout
5.33,45,0,93087,3,1,Medium Risk
3.74,57,5,76019,4,0,High Risk
6.87,69,5,28157,7,1,High Risk
4.51,41,5,114636,8,1,High Risk
6.18,62,4,77957,2,1,Suspended
9.12,82,4,29449,4,0,Low Risk
4.98,74,1,135298,4,1,High Risk
3.49,69,7,110751,2,-1,Dropout
4.04,91,5,149082,2,-1,Suspended
8.7,97,2,127710,2,1,Suspended
6.88,39,4,120040,3,-1,Dropout
5.01,95,1,140996,5,-1,High Risk
9.64,78,7,129076,1,-1,Suspended
8.58,62,3,101991,4,0,Medium Risk
7.19,78,7,104754,7,0,High Risk
8.17,98,6,124209,4,0,High Risk
4.48,89,5,108891,5,0,High Risk
2.66,52,7,110909,9,0,Dropout
3.02,38,5,109499,4,0,Dropout
9.42,61,1,95330,1,0,Suspended
7.04,55,4,109637,9,0,Medium Risk
3.4,42,7,46155,9,0,Dropout
3.26,86,2,57402,3,1,High Risk
9.77,92,6,46189,8,1,High Risk
9.69,59,3,19009,5,0,Medium Risk
7.54,63,4,54837,1,1,Suspended
4.6,79,5,32474,8,-1,High Risk
6.12,30,0,86711,7,0,Dropout
8.36,88,2,64775,8,0,Low Risk
6.38,36,1,82715,2,0,Dropout
5.19,36,3,69866,4,-1,Dropout
2.79,52,5,36990,4,0,High Risk
4.3,88,3,77002,4,-1,High Risk
2.44,42,5,63570,7,-1,High Risk
6.75,65,1,10789,6,-1,High Risk
5.59,43,4,10290,2,-1,Suspended
3.75,88,7,125162,9,-1,Dropout
2.55,40,4,33304,7,1,High Risk
8.71,49,1,62996,7,1,Medium Risk
9.16,44,5,50963,8,-1,High Risk
4.46,38,1,20190,3,-1,Dropout
3.14,66,5,107074,2,-1,Suspended
4.3,38,4,43124,7,1,Dropout
5.89,88,1,63603,1,1,Suspended
9.13,38,6,93364,5,1,Dropout
8.59,56,4,132043,9,0,Medium Risk
6.33,56,1,15054,6,-1,High Risk
5.24,48,5,135022,7,1,High Risk
4.57,61,2,129917,9,0,High Risk
7.62,99,4,86604,2,-1,Suspended
7.87,57,7,20535,9,1,High Risk
6.12,52,0,130127,5,0,Medium Risk
2.61,97,1,81135,4,-1,High Risk
4.86,56,1,76500,7,-1,High Risk
6.47,33,3,129178,5,1,Dropout
5.97,51,0,108264,4,0,Medium Risk
9.7,72,3,73917,4,-1,High Risk
7.17,74,0,36178,7,1,Low Risk
4.57,31,4,118407,6,0,Dropout
3.06,60,2,95733,9,1,High Risk
6.3,83,6,94164,8,0,High Risk
2.85,52,3,140591,4,0,High Risk
9.47,68,4,85285,6,0,Medium Risk
3.81,72,1,103755,7,-1,High Risk
6.33,97,2,84581,4,0,Medium Risk
5.53,60,6,113729,6,0,High Risk
7.69,44,2,106453,7,-1,High Risk
4.43,52,1,137048,1,-1,Suspended
8.98,80,4,34488,1,-1,Suspended
3.41,47,3,85520,4,-1,High Risk
4.3,85,6,39825,6,-1,High Risk
9.26,41,1,112082,7,-1,High Risk
2.81,41,3,138089,5,-1,High Risk
4.86,36,6,92536,4,0,Dropout
2.45,91,1,94013,5,-1,High Risk
8.2,72,3,141777,7,0,Low Risk
9.04,68,3,54420,9,1,Medium Risk
3.37,86,3,10209,3,-1,High Risk
9.12,60,2,61542,6,1,Medium Risk
7.52,42,7,51100,1,-1,Suspended
4.73,72,5,19168,4,0,High Risk
2.02,37,5,103059,4,-1,Dropout
7.27,44,3,19109,4,0,Medium Risk
9.54,80,7,69730,8,1,High Risk
4.67,78,2,36505,5,-1,High Risk
7.93,79,3,40382,5,-1,High Risk
7.1,79,5,99452,4,1,High Risk
8.33,60,1,146579,4,-1,High Risk
5.21,79,4,140014,4,1,Medium Risk
5.64,62,3,23937,2,-1,Suspended
7.29,97,4,25438,1,1,Suspended
8.8,56,0,76254,5,0,Medium Risk
2.54,48,2,135220,3,-1,High Risk
3.95,70,7,140101,1,1,Dropout
2.31,50,3,90456,8,1,High Risk
4.92,41,7,126829,4,1,High Risk
3.92,43,6,142907,6,0,Dropout
3.73,45,5,108975,9,1,High Risk
7.55,91,5,123094,3,1,High Risk
7.54,72,4,32454,7,-1,High Risk
6.79,37,0,22746,4,0,Dropout
5.0,58,3,130902,4,0,Medium Risk
5.07,62,6,40375,9,-1,High Risk
7.18,95,0,48779,1,1,Suspended
2.59,34,7,133938,7,-1,Dropout
8.01,35,6,133393,2,0,Dropout
3.43,34,5,118169,9,0,Dropout
6.91,85,1,32016,1,-1,Suspended
5.1,65,4,68451,4,0,Medium Risk
5.08,30,5,13417,7,1,Dropout
8.08,92,7,50274,9,1,High Risk
3.96,71,7,110461,6,0,Dropout
2.8,80,4,37509,5,-1,High Risk
9.18,90,6,124587,9,1,High Risk
2.07,67,5,94533,4,0,High Risk
7.22,78,1,58993,4,-1,High Risk
5.55,46,3,15322,5,1,Medium Risk
5.34,39,6,17575,4,0,Dropout
9.03,93,2,34932,5,1,Low Risk
2.34,56,1,36199,9,0,High Risk
7.54,46,3,100640,6,-1,High Risk
7.59,89,7,13135,6,-1,High Risk
8.52,70,7,34974,5,0,High Risk
9.66,36,2,71816,2,-1,Dropout
3.59,61,7,62520,1,1,Dropout
9.8,67,1,139335,7,1,Medium Risk
9.46,83,5,60970,9,1,High Risk
2.96,68,6,102534,2,-1,Dropout
6.3,73,2,14485,4,1,Medium Risk
3.78,42,3,136803,9,-1,High Risk
5.15,77,4,96858,9,-1,High Risk
3.04,85,7,118500,4,0,Dropout
2.15,37,0,44604,1,-1,Dropout
3.85,99,2,117620,7,1,High Risk
6.71,40,2,61356,8,-1,High Risk
8.79,79,1,69853,3,-1,High Risk
2.08,56,3,146002,7,0,High Risk
6.98,49,4,42574,8,0,Medium Risk
6.55,71,3,112044,5,1,Low Risk
6.37,34,6,67965,9,0,Dropout
2.57,70,3,94724,5,1,High Risk
6.82,93,6,112318,6,1,High Risk
7.58,79,6,94605,3,0,High Risk
4.15,95,5,96995,5,1,High Risk
2.11,94,2,30930,6,1,High Risk
3.37,47,3,103962,6,0,High Risk
8.11,89,1,135762,1,-1,Suspended
6.71,48,4,97432,8,1,Medium Risk
9.6,54,6,139094,5,1,High Risk
2.27,78,2,63778,2,0,Suspended
7.46,83,0,45126,5,1,Low Risk
6.55,95,5,108531,2,-1,Suspended
8.76,47,0,132439,2,0,Suspended
2.97,73,4,58603,4,0,High Risk
7.49,90,3,89229,4,-1,High Risk
7.53,55,2,140047,2,1,Suspended
3.26,37,3,62268,2,-1,Dropout
9.28,76,7,98104,6,-1,High Risk
8.31,43,6,61275,3,1,High Risk
2.17,30,5,57188,2,-1,Dropout
3.66,80,6,136934,9,1,Dropout
2.22,84,1,79005,8,-1,High Risk
8.32,43,5,119608,3,0,High Risk
9.06,52,1,135513,8,-1,High Risk
3.95,61,0,69048,5,-1,High Risk
7.05,77,2,65959,7,1,Low Risk
8.23,87,1,141857,2,0,Suspended
3.35,68,0,34946,1,0,Suspended
9.4,51,1,137280,4,0,Medium Risk
4.64,40,4,24927,7,-1,High Risk
4.81,63,0,104971,2,-1,Suspended
8.84,98,0,127771,3,-1,High Risk
2.93,88,1,17421,8,0,High Risk
2.71,50,4,99307,1,-1,Suspended
6.28,66,5,75234,5,-1,High Risk
9.11,41,7,88254,1,0,Suspended
9.46,42,2,69003,3,0,Medium Risk
4.49,48,0,43783,3,1,High Risk
4.52,43,7,53543,1,1,Suspended
3.17,89,4,102739,5,-1,High Risk
6.31,61,6,124938,2,0,Suspended
6.78,69,1,105559,2,-1,Suspended
5.9,33,2,130717,5,-1,Dropout
5.6,58,6,14590,5,1,High Risk
2.26,90,6,65627,4,0,Dropout
7.17,35,4,75696,9,0,Dropout
2.42,45,7,123572,7,0,Dropout
5.53,65,5,116815,7,0,High Risk
6.35,39,3,139381,5,-1,Dropout
6.7,61,6,127295,5,-1,High Risk
4.2,32,7,90481,2,1,Dropout
4.52,49,0,19875,6,0,High Risk
7.26,54,0,26552,3,1,Medium Risk
8.73,80,4,83301,9,-1,High Risk
7.81,68,5,145246,6,1,High Risk
6.53,32,4,88812,2,1,Dropout
6.06,51,2,136193,5,0,Medium Risk
2.85,46,2,52852,4,1,High Risk
6.97,59,6,69131,7,0,High Risk
9.64,62,2,140323,5,-1,High Risk
6.39,63,3,146671,5,1,Medium Risk
3.9,94,5,129173,1,0,Suspended
4.82,70,6,103219,9,-1,High Risk
7.79,60,7,36992,5,1,High Risk
3.66,90,5,129571,9,1,High Risk
5.2,60,3,66949,2,0,Suspended
6.65,60,7,26387,7,-1,High Risk
6.5,98,5,131845,2,-1,Suspended
5.96,54,5,45564,2,1,Suspended
3.49,44,7,20771,5,0,Dropout
3.04,78,2,22236,9,0,High Risk
9.2,90,6,25233,1,-1,Suspended
4.03,33,0,119759,5,1,Dropout
3.66,41,1,116459,9,1,High Risk
9.66,34,2,82603,8,-1,Dropout
3.41,46,0,40075,5,0,High Risk
7.6,51,4,135887,4,0,Medium Risk
2.41,77,5,50139,2,0,Suspended
7.89,73,5,34160,4,1,High Risk
8.94,55,4,61556,9,1,Medium Risk
3.55,90,0,108145,8,0,High Risk
5.64,33,0,91793,3,1,Dropout
4.85,44,2,52882,4,-1,High Risk
6.68,82,6,130631,7,-1,High Risk
2.79,61,0,32709,5,0,High Risk
6.5,89,2,90325,3,-1,High Risk
8.24,66,3,34783,5,1,Medium Risk
6.85,66,4,143280,2,-1,Suspended
2.3,57,6,34320,2,1,Dropout
6.59,38,7,134291,8,-1,Dropout
8.93,77,5,19703,7,-1,High Risk
4.06,54,3,66436,6,0,High Risk
9.58,90,3,113139,5,1,Low Risk
2.74,71,3,147948,9,1,High Risk
3.39,69,6,97332,7,0,Dropout
3.36,51,5,34401,3,-1,High Risk
9.64,68,4,95148,8,-1,High Risk
2.56,59,0,95953,8,1,High Risk
2.14,89,1,138238,8,0,High Risk
3.43,41,3,47879,6,-1,High Risk
6.51,33,1,17426,8,-1,Dropout
5.28,88,1,31366,7,0,Medium Risk
2.59,55,3,70633,6,0,High Risk
8.35,86,6,79014,5,1,High Risk
2.07,66,0,85696,3,1,High Risk
8.99,79,3,79053,3,1,Low Risk
2.75,87,0,60123,5,-1,High Risk
3.46,54,0,62238,8,1,High Risk
5.31,98,7,104994,1,-1,Suspended
2.07,64,1,31645,8,0,High Risk
7.22,44,6,19271,5,-1,High Risk
9.67,87,4,105011,5,1,Low Risk
5.45,51,1,74747,1,0,Suspended
8.9,45,7,86178,1,1,Suspended
7.86,33,2,81991,5,-1,Dropout
7.98,78,7,104941,9,-1,High Risk
5.72,76,6,51022,4,-1,High Risk
8.95,65,4,46492,4,1,Medium Risk
2.47,69,5,25739,9,-1,High Risk
3.41,53,0,34307,9,-1,High Risk
9.79,49,3,135711,5,1,Medium Risk
4.02,90,3,23696,6,0,High Risk
4.85,40,1,22568,4,-1,High Risk
3.69,74,7,50276,3,0,Dropout
5.07,70,4,49871,8,1,Medium Risk
3.41,66,6,15416,4,1,Dropout
7.62,37,4,64822,5,-1,Dropout
4.25,37,3,99091,9,0,Dropout
9.61,48,4,118898,4,-1,High Risk
9.56,40,7,101331,7,0,High Risk
3.79,38,1,76247,5,0,Dropout
9.04,44,5,12560,4,-1,High Risk
4.28,99,1,30098,7,-1,High Risk
2.38,83,0,126338,5,-1,High Risk
6.89,92,0,24020,1,-1,Suspended
4.85,39,0,115656,1,-1,Dropout
7.41,69,1,31245,1,1,Suspended
9.66,41,5,86747,6,-1,High Risk
2.22,42,4,93048,2,-1,Suspended
2.17,52,7,75124,4,0,Dropout
9.37,54,3,87538,6,1,Medium Risk
7.22,88,3,49826,1,1,Suspended
3.3,51,1,56213,5,-1,High Risk
3.99,66,6,40907,2,-1,Dropout
3.26,50,1,44018,7,-1,High Risk
3.72,73,3,20470,5,1,High Risk
6.0,95,7,24735,4,0,High Risk
2.02,91,7,132908,7,1,Dropout
3.83,84,0,46091,1,-1,Suspended
8.83,83,1,106726,3,1,Low Risk
9.6,89,5,100604,8,-1,High Risk
8.66,68,3,128877,5,0,Medium Risk
2.87,56,3,72023,8,-1,High Risk
9.02,73,2,142139,2,0,Suspended
9.05,35,7,63709,5,-1,Dropout
5.19,53,4,28899,6,-1,High Risk
4.66,56,5,140320,1,0,Suspended
9.51,33,0,55797,1,-1,Dropout
9.45,32,6,122382,5,1,Dropout
2.26,68,0,131751,4,1,High Risk
7.73,47,3,96742,7,-1,High Risk
8.57,98,6,145934,7,1,High Risk
7.42,85,1,117915,9,1,Low Risk
6.3,60,4,107186,7,-1,High Risk
5.42,78,0,64598,5,0,Medium Risk
3.18,74,7,123838,7,-1,Dropout
8.21,48,1,54278,3,1,Medium Risk
4.19,40,0,18146,6,1,High Risk
4.61,34,2,116455,5,1,Dropout
4.7,79,3,105597,4,-1,High Risk
9.27,35,5,22519,9,-1,Dropout
8.68,99,0,135597,6,-1,High Risk
7.37,43,7,44864,2,1,Suspended
5.29,74,2,102885,6,-1,High Risk
9.15,88,6,83106,9,-1,High Risk
4.08,41,2,33014,7,1,High Risk
6.42,94,2,98635,1,1,Suspended
5.06,64,6,80034,7,1,High Risk
8.54,87,5,110265,5,1,High Risk
4.92,91,6,25032,4,1,High Risk
6.91,89,6,27842,4,-1,High Risk
8.24,40,6,17736,3,-1,High Risk
5.38,54,4,66057,2,0,Suspended
5.84,53,6,117654,9,0,High Risk
6.48,76,6,146610,9,1,High Risk
6.12,73,7,16499,5,1,High Risk
9.69,59,0,126665,1,-1,Suspended
6.56,63,4,111277,3,1,Medium Risk
9.6,86,3,24859,8,1,Low Risk
8.95,87,3,18634,7,0,Low Risk
3.64,98,4,102613,6,-1,High Risk
4.86,69,3,58081,5,1,High Risk
7.63,81,2,147135,3,-1,High Risk
4.34,31,0,109786,2,-1,Dropout
4.55,32,4,44354,9,0,Dropout
8.96,65,2,27225,1,0,Suspended
4.73,90,2,12272,5,1,High Risk
9.79,77,0,101477,9,0,Low Risk
8.72,39,0,29954,4,0,Dropout
8.32,92,6,120122,7,0,High Risk
4.93,96,7,53369,5,0,High Risk
9.16,79,0,106729,6,-1,High Risk
8.34,31,7,75416,1,-1,Dropout
2.19,43,2,115635,4,1,High Risk
5.91,52,1,37757,9,0,Medium Risk
4.93,96,1,70207,3,0,High Risk
5.2,56,6,40569,3,-1,High Risk
5.26,56,2,115182,9,0,Medium Risk
6.69,65,3,41063,7,-1,High Risk
9.49,49,4,124455,3,0,Medium Risk
7.64,80,4,79922,7,0,Low Risk
6.87,83,4,139417,3,-1,High Risk
5.65,90,7,139044,3,0,High Risk
5.82,46,1,23536,2,0,Suspended
3.28,52,0,42947,6,-1,High Risk
8.59,55,4,134390,2,-1,Suspended
3.93,53,4,100826,9,-1,High Risk
3.68,84,7,90171,1,-1,Dropout
4.27,66,3,128501,9,0,High Risk
5.3,57,6,105934,5,-1,High Risk
3.07,52,5,149168,1,-1,Suspended
7.77,55,4,33667,1,-1,Suspended
5.51,51,2,102476,6,-1,High Risk
3.8,76,6,18903,3,1,Dropout
3.43,43,4,81086,5,1,High Risk
3.31,30,7,72358,2,-1,Dropout
6.32,81,3,87674,1,1,Suspended
5.31,82,4,37551,9,-1,High Risk
2.84,63,4,82150,1,0,Suspended
6.17,73,6,116154,1,1,Suspended
3.85,93,7,87232,4,1,Dropout
2.97,42,4,31497,9,-1,High Risk
4.32,97,3,26651,8,-1,High Risk
6.37,64,5,80713,6,-1,High Risk
8.55,75,3,98641,4,1,Low Risk
5.89,86,2,83497,3,1,Medium Risk
7.86,85,1,134272,5,0,Low Risk
8.19,96,6,115469,7,1,High Risk
2.28,77,0,140184,5,-1,High Risk
6.01,92,3,104101,7,1,Medium Risk
4.58,59,6,145097,1,0,Suspended
2.89,84,4,149722,6,1,High Risk
4.57,62,4,99381,5,0,High Risk
5.04,46,2,57767,8,-1,High Risk
5.08,89,0,96549,5,-1,High Risk
9.16,78,0,140473,8,1,Low Risk
5.42,50,2,141469,1,-1,Suspended
8.08,46,5,28328,6,1,High Risk
5.77,70,6,129292,6,-1,High Risk
2.31,77,4,76139,8,-1,High Risk
2.48,82,2,10046,4,1,High Risk
3.37,52,2,123476,8,0,High Risk
7.15,62,2,17293,1,1,Suspended
3.63,77,3,64669,3,1,High Risk
3.89,94,1,42905,3,-1,High Risk
6.87,99,2,40415,9,1,Low Risk
3.83,66,4,149699,2,-1,Suspended
2.11,82,1,136697,6,1,High Risk
6.49,83,6,127458,9,1,High Risk
6.43,42,7,22705,9,-1,High Risk
6.48,38,4,99169,6,1,Dropout
5.9,71,5,99705,9,0,High Risk
4.2,92,7,16487,9,-1,High Risk
9.77,49,0,39403,6,0,Medium Risk
7.48,92,0,125891,3,0,Low Risk
3.37,90,7,79282,3,0,Dropout
5.28,83,2,129086,7,0,Medium Risk
4.14,69,6,85848,8,-1,High Risk
8.41,44,2,145141,5,0,Medium Risk
8.0,32,5,75881,5,1,Dropout
8.76,80,0,54659,6,1,Low Risk
7.29,38,4,92164,6,1,Dropout
7.31,88,0,120041,6,1,Low Risk
9.06,84,5,108029,2,1,Suspended
8.92,34,3,45304,4,0,Dropout
4.54,47,6,128624,5,1,High Risk
9.34,84,3,142744,2,1,Suspended
5.06,87,4,65504,3,1,Medium Risk
8.86,59,1,12967,7,0,Medium Risk
7.58,79,4,77104,3,-1,High Risk
2.57,51,3,49293,4,0,High Risk
8.58,61,5,33449,2,-1,Suspended
6.15,33,0,92549,7,1,Dropout
9.32,60,0,128156,9,-1,High Risk
9.34,57,6,48635,5,1,High Risk
9.75,54,5,113426,2,-1,Suspended
6.92,49,3,117301,5,0,Medium Risk
7.67,66,5,101796,5,0,High Risk
2.21,89,3,28426,8,1,High Risk
9.68,60,4,59572,3,0,Medium Risk
9.38,96,7,108794,2,-1,Suspended
5.44,71,2,113293,6,0,Medium Risk
7.33,57,6,70325,2,-1,Suspended
3.71,53,7,23376,8,1,Dropout
9.56,55,4,11067,5,-1,High Risk
4.17,34,6,146268,1,-1,Dropout
9.79,31,7,75059,9,0,Dropout
6.32,66,2,105360,3,-1,High Risk
8.82,75,7,67454,4,1,High Risk
5.11,69,5,147679,3,-1,High Risk
3.43,40,1,107216,8,1,High Risk
8.22,40,6,55820,1,1,Suspended
6.31,54,6,102334,1,-1,Suspended
9.59,42,1,39590,1,0,Suspended
8.87,83,7,11907,3,1,High Risk
2.62,31,0,68612,5,-1,Dropout
3.93,32,3,76273,5,0,Dropout
7.88,85,5,14418,5,1,High Risk
2.04,93,2,108548,6,1,High Risk
7.97,34,4,74397,1,-1,Dropout
3.21,34,6,135688,7,1,Dropout
5.39,69,2,85501,2,-1,Suspended
6.22,87,0,137247,5,0,Medium Risk
2.6,56,6,60141,1,-1,Dropout
7.74,99,5,32970,2,1,Suspended
3.53,86,7,120261,7,1,Dropout
9.07,68,7,28830,1,1,Suspended
9.36,65,5,78752,4,0,High Risk
6.58,51,2,53702,2,0,Suspended
4.43,74,6,36477,3,1,High Risk
3.22,51,6,50643,8,1,Dropout
2.01,39,4,91580,8,-1,Dropout
8.06,46,3,96873,7,0,Medium Risk
5.27,34,0,142424,6,-1,Dropout
9.55,84,7,75702,7,1,High Risk
7.02,46,4,103640,7,1,Medium Risk
9.16,85,0,120269,6,1,Low Risk
6.25,81,7,70631,5,1,High Risk
4.8,99,1,33068,4,0,High Risk
7.94,50,1,48921,4,0,Medium Risk
5.18,35,1,65119,8,0,Dropout
7.35,94,5,68450,2,-1,Suspended
7.43,73,3,117078,8,1,Low Risk
5.52,37,7,10714,4,0,Dropout
5.52,89,4,124312,3,1,Medium Risk
6.22,69,7,64588,3,1,High Risk
5.5,52,2,94727,5,-1,High Risk
8.96,58,5,95066,3,0,High Risk
3.24,34,4,65103,9,-1,Dropout
6.18,84,5,76696,9,-1,High Risk
5.1,45,7,97564,6,-1,High Risk
7.74,70,4,102995,3,-1,High Risk
3.6,77,7,98465,5,1,Dropout
8.92,44,2,141439,9,1,Medium Risk
6.35,49,1,57119,5,-1,High Risk
8.05,50,4,123612,7,1,Medium Risk
6.91,76,1,60373,5,1,Low Risk
4.46,41,1,107883,7,1,High Risk
6.49,83,2,31786,5,-1,High Risk
8.6,73,3,106895,2,-1,Suspended
4.69,30,4,55933,9,0,Dropout
7.36,96,3,22818,1,0,Suspended
8.08,72,7,41297,7,-1,High Risk
8.05,63,4,46806,8,1,Medium Risk
7.34,83,1,147312,7,0,Low Risk
9.22,57,0,90453,4,1,Medium Risk
8.14,59,4,149585,5,0,Medium Risk
3.72,71,2,87684,6,0,High Risk
4.13,67,3,37621,2,-1,Suspended
9.01,71,3,49150,5,-1,High Risk
7.17,39,3,142089,6,-1,Dropout
5.26,56,3,34769,8,0,Medium Risk
4.53,53,7,13687,9,0,High Risk
8.71,40,1,127248,5,1,Medium Risk
8.61,82,4,149438,8,-1,High Risk
3.93,73,2,50887,3,-1,High Risk
3.95,40,2,119020,3,0,High Risk
4.3,88,4,87263,8,0,High Risk
8.35,82,5,127611,2,-1,Suspended
6.2,35,6,25739,6,-1,Dropout
9.63,38,4,48343,7,0,Dropout
8.4,35,4,140025,3,0,Dropout
2.56,40,1,123872,9,0,High Risk
9.34,80,4,32943,4,-1,High Risk
3.67,83,4,115849,1,0,Suspended
3.89,80,6,132207,3,0,Dropout
2.74,42,3,10860,3,-1,High Risk
3.76,48,0,97667,1,1,Suspended
9.55,86,6,32584,6,0,High Risk
3.56,48,4,114426,4,0,High Risk
3.89,38,0,42624,8,1,Dropout
2.05,33,1,142915,2,-1,Dropout
8.02,83,0,105324,5,-1,High Risk
4.69,52,7,107364,1,1,Suspended
6.86,73,5,134460,5,-1,High Risk
8.67,94,5,137441,8,0,High Risk
7.37,44,2,127257,8,1,Medium Risk
6.42,45,7,80845,4,1,High Risk
6.27,39,4,107580,2,-1,Dropout
3.13,59,7,19695,8,1,Dropout
3.11,73,5,10645,5,-1,High Risk
7.47,35,5,70576,5,0,Dropout
6.62,73,0,48398,5,-1,High Risk
8.16,34,7,40795,3,1,Dropout
2.67,83,1,13801,2,0,Suspended
2.04,31,0,106636,9,1,Dropout
3.75,65,3,52186,5,0,High Risk
5.89,91,1,32474,8,-1,High Risk
7.86,64,3,19646,8,1,Medium Risk
2.75,77,6,124059,1,-1,Dropout
3.69,80,7,145574,5,-1,Dropout
7.06,32,4,19627,2,-1,Dropout
2.04,44,7,35314,8,1,Dropout
4.06,84,3,107170,9,0,High Risk
7.53,36,3,40518,5,-1,Dropout
9.01,68,1,26819,4,1,Medium Risk
7.09,70,0,70574,7,-1,High Risk
4.49,90,7,17160,4,1,High Risk
5.75,34,3,29305,6,-1,Dropout
4.47,73,4,74370,2,-1,Suspended
4.69,64,5,25451,9,1,High Risk
3.21,40,4,58068,7,-1,High Risk
7.76,93,3,53787,4,-1,High Risk
3.26,99,4,59914,1,-1,Suspended
2.16,72,1,148313,5,-1,High Risk
3.23,63,4,24432,1,0,Suspended
4.75,54,1,39347,2,1,Suspended
6.97,96,4,93442,6,1,Low Risk
2.01,54,1,45088,8,-1,High Risk
3.51,84,1,104538,8,-1,High Risk
3.02,43,6,111815,5,0,Dropout
2.04,74,4,20370,9,0,High Risk
2.73,50,7,34608,5,1,Dropout
2.33,62,5,110369,2,0,Suspended
5.89,78,1,68081,4,1,Medium Risk
6.46,54,7,48731,9,-1,High Risk
5.93,72,5,99412,8,0,High Risk
8.61,70,1,25205,5,-1,High Risk
9.04,52,4,31433,5,1,Medium Risk
9.03,82,4,131485,9,0,Low Risk
3.04,71,1,95938,3,1,High Risk
3.87,94,3,136908,3,-1,High Risk
2.45,39,3,74784,1,1,Dropout
3.6,68,0,36950,1,-1,Suspended
6.99,45,6,112733,3,1,High Risk
6.53,75,3,15814,9,1,Low Risk
6.69,60,3,30931,3,1,Medium Risk
7.45,59,7,119865,8,0,High Risk
